   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000     -0.311121166      -2.84562039      -4.08455086      -1.78152645       1.25623786       5.01432276      0.913081288      -3.23243886E-02   6.33632159E-03  -1.17275096E-03   9.71623376E-05  -6.42389859E-05   4.44546895E-05  -1.61288808E-05   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000     -0.305214614      -2.84808445      -4.04186964      -1.73214388       1.29186070       5.05221891      0.904268146      -3.18027548E-02   6.16796641E-03  -1.12598226E-03   9.01262465E-05  -5.96791870E-05   4.12676382E-05  -1.44364321E-05   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000     -0.349603027      -2.85773706      -3.87666583      -1.53784645       1.44194376       5.20926094      0.864821672      -2.95049381E-02   5.42796869E-03  -9.24844295E-04   6.02478904E-05  -4.03338454E-05   2.77608688E-05  -7.26892540E-06   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000     -0.532837570      -2.91426277      -3.53935647      -1.14320636       1.76553440       5.51737547      0.775345147      -2.42722481E-02   3.79983848E-03  -5.04569151E-04  -1.47155433E-07  -1.32002276E-06   5.96715552E-07   7.11492612E-06   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      -1.06446993      -3.05378962      -3.10866809     -0.702189326       2.20571876       5.85125303      0.649416864      -1.67191140E-02   1.60986267E-03   1.72209675E-05  -7.10006134E-05   4.42790479E-05  -3.10084397E-05   2.37645363E-05   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       1.45860469      -1.39408112      -3.48668885      -2.57753873     -0.271878600       2.74707484       6.08753395      0.496962219      -7.21651968E-03  -8.73177894E-04   5.50049241E-04  -1.37404058E-04   8.67970739E-05  -6.02859036E-05   3.89980378E-05   0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       1.24888492     -0.628273666      -2.83069348      -3.53239679      -2.01476884      0.270915002       3.39970469       6.06384516      0.330830485       3.47197521E-03  -3.29089072E-03   9.98124946E-04  -1.85221041E-04   1.17171112E-04  -8.09611665E-05   4.93591069E-05   0.00000000    
   0.00000000      -4.52798232E-02  -9.01024714E-02 -0.473036796      -1.41634655      -3.04874969      -3.91317534      -3.47223592      -1.39884889      0.929542422       4.17540979       5.61822462      0.175878823       1.33160315E-02  -5.07372012E-03   1.24904118E-03  -2.00946350E-04   1.26875995E-04  -8.72321834E-05   5.16856126E-05   0.00000000    
   0.00000000      -3.17311621      -3.21468854      -3.47727585      -4.27445126      -4.70578384      -4.70359421      -3.29708242     -0.755936325       1.69455218       5.11736345       4.75106525       5.63234016E-02   1.98130365E-02  -5.75459516E-03   1.24623324E-03  -1.81359428E-04   1.14056580E-04  -7.79740149E-05   4.54418005E-05   0.00000000    
   0.00000000      -6.11912203      -6.12179995      -6.13464928      -6.08655834      -5.90593910      -4.97879887      -2.98607922     -0.257035255       2.57390141       6.29205990       3.65816021      -1.67473964E-02   2.13803612E-02  -5.25188865E-03   1.02306996E-03  -1.35701892E-04   8.47876872E-05  -5.75163212E-05   3.31395895E-05   0.00000000    
   0.00000000      -7.79619789      -7.76868773      -7.63874722      -7.30037022      -6.60141182      -4.97170973      -2.54534245      0.251334250       3.56480551       7.56340885       2.58697248      -4.65643816E-02   1.82067901E-02  -3.89380753E-03   6.80594239E-04  -8.04385709E-05   4.96352732E-05  -3.32058189E-05   1.89517923E-05   0.00000000    
